time [s];steps;f [Hz];FRCE [MW];aFRR FRCE (open loop) [MW];FCR P [MW];aFRR P [MW];mFRR P [MW];SB P [MW];P gen [MW];P gen schedule [MW];insufficient pos. aFRR;insufficient neg. aFRR;insufficient pos. mFRR;insufficient neg. mFRR;AEP [EUR/MWh]
603;;49.994644664331766;0;9.763180723087572;8.815336679301566;36.66432740742077;0;0;0;;False;False;False;False;30
604;;49.99507274205659;0;8.815336679301566;8.033003502351477;36.479201671099716;0;0;0;;False;False;False;False;30
605;;49.99542416588381;0;8.033003502351477;7.390886915111139;36.30689054924308;0;0;0;;False;False;False;False;30
606;;49.99571295080442;0;7.390886915111139;6.863751174282839;36.14518559909895;0;0;0;;False;False;False;False;30
607;;49.99595057001621;0;6.863751174282839;6.4305737933736395;35.992247643912634;0;0;0;;False;False;False;False;30
608;;49.99614639616221;0;6.4305737933736395;6.0741449756811505;35.846537484789636;0;0;0;;False;False;False;False;30
609;;49.996308084154485;0;6.0741449756811505;5.780405756684814;35.70679748621339;0;0;0;;False;False;False;False;30
610;;49.996441885812246;0;5.780405756684814;5.537873768272306;35.57199999569411;0;0;0;;False;False;False;False;30
611;;49.99655290702678;0;5.537873768272306;5.337171282;35.44130550999088;0;0;0;;False;False;False;False;30
612;;49.99664531780618;0;5.337171282;5.170639459826987;35.31402818898556;0;0;0;;False;False;False;False;30
613;;49.996722523820914;0;5.170639459826987;5.032023291;35.189607692990606;0;0;0;;False;False;False;False;30
614;;49.99678730650565;0;5.032023291;4.916214268629204;35.067586179418036;0;0;0;;False;False;False;False;30
615;;49.99684193748055;0;4.916214268629204;4.819040241521577;34.94758951593867;0;0;0;;False;False;False;False;30
616;;49.99688827199939;0;4.819040241521577;4.737093779169754;34.82931193720543;0;0;0;;False;False;False;False;30
617;;49.99692782526876;0;4.737093779169754;4.667592000917153;34.71250351397867;0;0;0;;False;False;False;False;30
618;;49.99696183477813;0;4.667592000917153;4.608262096855498;34.59695991913389;0;0;0;;False;False;False;False;30
619;;49.99699131120486;0;4.608262096855498;4.557247833;34.48251406954152;0;0;0;;False;False;False;False;30
620;;49.99701707998843;0;4.557247833;4.513033192711902;34.36902929997714;0;0;0;;False;False;False;False;30
621;;49.99703981528421;0;4.513033192711902;4.474380017352786;34.25639378823678;0;0;0;;False;False;False;False;30
622;;49.99706007;0;4.474380017352786;4.440277073683774;34.14451600211861;0;0;0;;False;False;False;False;30
623;;49.99707828691076;0;4.440277073683774;4.40989846;34.03332098096489;0;0;0;;False;False;False;False;30
624;;49.99709484021957;0;4.40989846;4.382569633865074;33.922747298787044;0;0;0;;False;False;False;False;30
625;;49.99711002759841;0;4.382569633865074;4.357739670648897;33.81274458404458;0;0;0;;False;False;False;False;30
626;;49.99712409405748;0;4.357739670648897;4.334958602385086;33.70327149404057;0;0;0;;False;False;False;False;30
627;;49.99713723971425;0;4.334958602385086;4.313858913775448;33.59429406060449;0;0;0;;False;False;False;False;30
628;;49.997149628022164;0;4.313858913775448;4.294140428626747;33.485784339010166;0;0;0;;False;False;False;False;30
629;;49.99716139249105;0;4.294140428626747;4.275557966753496;33.37771930454031;0;0;0;;False;False;False;False;30
630;;49.99717264217567;0;4.275557966753496;4.257911263422898;33.27007995130363;0;0;0;;False;False;False;False;30
631;;49.997183466158255;0;4.257911263422898;4.2410367364951185;33.16285056;0;0;0;;False;False;False;False;30
632;;49.99719393720935;0;4.2410367364951185;4.224800762617775;33.056018078040935;0;0;0;;False;False;False;False;30
633;;49.997204114777716;0;4.224800762617775;4.209094185970486;32.949571666203056;0;0;0;;False;False;False;False;30
634;;49.99721404743208;0;4.209094185970486;4.193827833425701;32.843502260130805;0;0;0;;False;False;False;False;30
635;;49.99722377485542;0;4.193827833425701;4.178928851878538;32.73780226166968;0;0;0;;False;False;False;False;30
636;;49.997233329473616;0;4.178928851878538;4.164337716868971;32.63246526768808;0;0;0;;False;False;False;False;30
637;;49.99724273778565;0;4.164337716868971;4.150005789576028;32.52748585166407;0;0;0;;False;False;False;False;30
638;;49.997252021449896;0;4.150005789576028;4.135893321528528;32.42285938531136;0;0;0;;False;False;False;False;30
639;;49.997261198171394;0;4.135893321528528;4.121967825156503;32.318581892890144;0;0;0;;False;False;False;False;30
640;;49.99727028242639;0;4.121967825156503;4.108202742909128;32.21464993223203;0;0;0;;False;False;False;False;30
641;;49.997279286054145;0;4.108202742909128;4.0945763604121055;32.11106049755899;0;0;0;;False;False;False;False;30
642;;49.99728821874023;0;4.0945763604121055;4.081070919;32.00781094012365;0;0;0;;False;False;False;False;30
643;;49.99729708841123;0;4.081070919;4.067671889654179;31.904898903387302;0;0;0;;False;False;False;False;30
644;;49.99730590155713;0;4.067671889654179;4.054367383155011;31.80232227;0;0;0;;False;False;False;False;30
645;;49.99731466349456;0;4.054367383155011;4.041147664310074;31.700079118957614;0;0;0;;False;False;False;False;30
646;;49.99732337858186;0;4.041147664310074;4.028004758;31.59816768950201;0;0;0;;False;False;False;False;30
647;;49.99733205039464;0;4.028004758;4.014932127208937;31.49658635306004;0;0;0;;False;False;False;False;30
648;;49.99734068186922;0;4.014932127208937;4.001924408;31.395333589295266;0;0;0;;False;False;False;False;30
649;;49.99734927541976;0;4.001924408;3.9889771961725273;31.294407966940685;0;0;0;;False;False;False;False;30
650;;49.99735783;0;3.9889771961725273;3.9760868703631047;31.19380813;0;0;0;;False;False;False;False;30
651;;49.99736635635094;0;3.9760868703631047;3.9632504491464715;31.093532775332918;0;0;0;;False;False;False;False;30
652;;49.997374846725556;0;3.9632504491464715;3.9504654735935674;30.993580661318674;0;0;0;;False;False;False;False;30
653;;49.99738331;0;3.9504654735935674;3.937729911665855;30.893950580136984;0;0;0;;False;False;False;False;30
654;;49.99739173294662;0;3.937729911665855;3.9250420799952224;30.79464136034999;0;0;0;;False;False;False;False;30
655;;49.99740013;0;3.9250420799952224;3.912400580073694;30.69565185926397;0;0;0;;False;False;False;False;30
656;;49.997408498598375;0;3.912400580073694;3.8998042461031446;30.59698095826133;0;0;0;;False;False;False;False;30
657;;49.99741683778081;0;3.8998042461031446;3.887252102437344;30.49862755898184;0;0;0;;False;False;False;False;30
658;;49.997425148512136;0;3.887252102437344;3.8747433287831257;30.400590580205805;0;0;0;;False;False;False;False;30
659;;49.99743343118539;0;3.8747433287831257;3.8622772317964404;30.302868955302053;0;0;0;;False;False;False;False;30
660;;49.99744168613709;0;3.8622772317964404;3.849853221911559;30.20546163;0;0;0;;False;False;False;False;30
661;;49.99744991;0;3.849853221911559;3.8374707943695796;30.108367561407753;0;0;0;;False;False;False;False;30
662;;49.99745811399908;0;3.8374707943695796;3.825129513753467;30.01158571517663;0;0;0;;False;False;False;False;30
663;;49.99746628738339;0;3.825129513753467;3.8128290013794697;29.915115065801206;0;0;0;;False;False;False;False;30
664;;49.99747443400665;0;3.8128290013794697;3.8005689249160923;29.81895459496966;0;0;0;;False;False;False;False;30
665;;49.99748255404438;0;3.8005689249160923;3.788348990028112;29.723103290937527;0;0;0;;False;False;False;False;30
666;;49.997490647655134;0;3.788348990028112;3.7761689334274706;29.627560147910017;0;0;0;;False;False;False;False;30
667;;49.99749871498355;0;3.7761689334274706;3.7640285172990673;29.53232416552192;0;0;0;;False;False;False;False;30
668;;49.99750675616287;0;3.7640285172990673;3.751927524675125;29.43739434842248;0;0;0;;False;False;False;False;30
669;;49.99751477131696;0;3.751927524675125;3.739865755694183;29.342769705926088;0;0;0;;False;False;False;False;30
670;;49.997522760561985;0;3.739865755694183;3.7278430245635263;29.248449251729674;0;0;0;;False;False;False;False;30
671;;49.99753072;0;3.7278430245635263;3.7158591570225497;29.154432003681453;0;0;0;;False;False;False;False;30
672;;49.99753866175902;0;3.7158591570225497;3.7039139882963923;29.060716983584527;0;0;0;;False;False;False;False;30
673;;49.99754657391595;0;3.7039139882963923;3.6920073614652438;28.96730321703771;0;0;0;;False;False;False;False;30
674;;49.99755446057532;0;3.6920073614652438;3.6801391260787852;28.874189733307556;0;0;0;;False;False;False;False;30
675;;49.99756232183092;0;3.6801391260787852;3.6683091370157683;28.781375565216322;0;0;0;;False;False;False;False;30
676;;49.99757015777405;0;3.6683091370157683;3.656517253620706;28.688859749048284;0;0;0;;False;False;False;False;30
677;;49.99757796849396;0;3.656517253620706;3.644763338925827;28.596641324478327;0;0;0;;False;False;False;False;30
678;;49.99758575407816;0;3.644763338925827;3.633047259064881;28.504719334503875;0;0;0;;False;False;False;False;30
679;;49.99759351;0;3.633047259064881;3.6213688827615442;28.413092825393242;0;0;0;;False;False;False;False;30
680;;49.997601250182406;0;3.6213688827615442;3.609728080945729;28.32176084663783;0;0;0;;False;False;False;False;30
681;;49.99760896087103;0;3.609728080945729;3.5981247263912053;28.23072245091514;0;0;0;;False;False;False;False;30
682;;49.99761665;0;3.5981247263912053;3.586558693459807;28.139976694051526;0;0;0;;False;False;False;False;30
683;;49.99762430793558;0;3.586558693459807;3.575029857898926;28.049522634994517;0;0;0;;False;False;False;False;30
684;;49.997631944474925;0;3.575029857898926;3.563538096628349;27.959359335788754;0;0;0;;False;False;False;False;30
685;;49.99763955646018;0;3.563538096628349;3.552083287612362;27.869485861549762;0;0;0;;False;False;False;False;30
686;;49.99764714397155;0;3.552083287612362;3.5406653097318497;27.779901280445866;0;0;0;;False;False;False;False;30
687;;49.997654707088735;0;3.5406653097318497;3.529284042677716;27.69060466;0;0;0;;False;False;False;False;30
688;;49.99766224589101;0;3.529284042677716;3.5179393668975933;27.601595085466755;0;0;0;;False;False;False;False;30
689;;49.99766976045722;0;3.5179393668975933;3.506631163;27.51287162303082;0;0;0;;False;False;False;False;30
690;;49.99767725086584;0;3.506631163;3.4953593141686667;27.424433356577357;0;0;0;;False;False;False;False;30
691;;49.99768471719499;0;3.4953593141686667;3.4841237012379622;27.336279369286743;0;0;0;;False;False;False;False;30
692;;49.997692159522444;0;3.4841237012379622;3.4729242075108857;27.24840874730182;0;0;0;;False;False;False;False;30
693;;49.997699577925665;0;3.4729242075108857;3.4617607163340836;27.160820579711924;0;0;0;;False;False;False;False;30
694;;49.99770697248181;0;3.4617607163340836;3.450633111501844;27.073513958546897;0;0;0;;False;False;False;False;30
695;;49.99771434326773;0;3.450633111501844;3.439541277288072;26.986487978759328;0;0;0;;False;False;False;False;30
696;;49.99772169036001;0;3.439541277288072;3.4284850984036552;26.899741738219674;0;0;0;;False;False;False;False;30
697;;49.99772901383495;0;3.4284850984036552;3.4174644599858084;26.813274337702623;0;0;0;;False;False;False;False;30
698;;49.99773631376857;0;3.4174644599858084;3.4064792475767547;26.727084880877477;0;0;0;;False;False;False;False;30
699;;49.997743590236645;0;3.4064792475767547;3.395529347145043;26.64117247429705;0;0;0;;False;False;False;False;30
700;;49.99775084331467;0;3.395529347145043;3.384614645032258;26.555536227391016;0;0;0;;False;False;False;False;30
701;;49.99775807;0;3.384614645032258;3.373735028;26.47017525245132;0;0;0;;False;False;False;False;30
702;;49.99776527960132;0;3.373735028;3.3628903831548485;26.38508866;0;0;0;;False;False;False;False;30
703;;49.997772462959674;0;3.3628903831548485;3.352080598023832;26.300275581914395;0;0;0;;False;False;False;False;30
704;;49.99777962322746;0;3.352080598023832;3.341305560489616;26.215735125141926;0;0;0;;False;False;False;False;30
705;;49.997786760478924;0;3.341305560489616;3.3305651588122487;26.131466417968664;0;0;0;;False;False;False;False;30
706;;49.99779387478808;0;3.3305651588122487;3.319859281614157;26.047468586870636;0;0;0;;False;False;False;False;30
707;;49.99780096622869;0;3.319859281614157;3.3091878178801437;25.963740761131803;0;0;0;;False;False;False;False;30
708;;49.997808034874275;0;3.3091878178801437;3.2985506569680467;25.880282072835268;0;0;0;;False;False;False;False;30
709;;49.99781508079813;0;3.2985506569680467;3.2879476885874226;25.797091656855475;0;0;0;;False;False;False;False;30
710;;49.997822104073286;0;3.2879476885874226;3.2773788028102047;25.71416865084712;0;0;0;;False;False;False;False;30
711;;49.99782910477257;0;3.2773788028102047;3.266843890070703;25.631512195237626;0;0;0;;False;False;False;False;30
712;;49.997836082968554;0;3.266843890070703;3.2563428411442885;25.549121433218218;0;0;0;;False;False;False;False;30
713;;49.99784303873357;0;3.2563428411442885;3.2458755471687084;25.466995510733035;0;0;0;;False;False;False;False;30
714;;49.99784997213973;0;3.2458755471687084;3.235441899644087;25.385133576472718;0;0;0;;False;False;False;False;30
715;;49.99785688325891;0;3.235441899644087;3.225041790400951;25.30353478;0;0;0;;False;False;False;False;30
716;;49.99786377216275;0;3.225041790400951;3.2146751116322037;25.222198281065324;0;0;0;;False;False;False;False;30
717;;49.99787063892267;0;3.2146751116322037;3.204341755871809;25.141123230946672;0;0;0;;False;False;False;False;30
718;;49.99787748360984;0;3.204341755871809;3.1940416159947915;25.060308791093483;0;0;0;;False;False;False;False;30
719;;49.99788430629522;0;3.1940416159947915;3.1837745852385524;24.979754123790755;0;0;0;;False;False;False;False;30
720;;49.99789110704953;0;3.1837745852385524;3.1735405571708952;24.89945839;0;0;0;;False;False;False;False;30
721;;49.99789788594328;0;3.1735405571708952;3.163339425700684;24.81942077;0;0;0;;False;False;False;False;30
722;;49.99790464304673;0;3.163339425700684;3.153171085077844;24.73964042038764;0;0;0;;False;False;False;False;30
723;;49.997911378429926;0;3.153171085077844;3.1430354299040175;24.66011651987228;0;0;0;;False;False;False;False;30
724;;49.99791809216268;0;3.1430354299040175;3.132932355111251;24.580848243555877;0;0;0;;False;False;False;False;30
725;;49.99792478431459;0;3.132932355111251;3.1228617559833083;24.501834769751415;0;0;0;;False;False;False;False;30
726;;49.99793145495503;0;3.1228617559833083;3.112823528;24.42307527941464;0;0;0;;False;False;False;False;30
727;;49.99793810415315;0;3.112823528;3.1028175674556735;24.344568956131152;0;0;0;;False;False;False;False;30
728;;49.99794473197787;0;3.1028175674556735;3.092843770275522;24.26631498611381;0;0;0;;False;False;False;False;30
729;;49.99795133849789;0;3.092843770275522;3.082902033199275;24.18831256;0;0;0;;False;False;False;False;30
730;;49.997957923781705;0;3.082902033199275;3.0729922531627096;24.11056086379175;0;0;0;;False;False;False;False;30
731;;49.99796448789757;0;3.0729922531627096;3.063114327442662;24.03305909695653;0;0;0;;False;False;False;False;30
732;;49.997971030913526;0;3.063114327442662;3.0532681536463713;23.955806454307762;0;0;0;;False;False;False;False;30
733;;49.997977552897396;0;3.0532681536463713;3.043453629711479;23.87880213505266;0;0;0;;False;False;False;False;30
734;;49.99798405391679;0;3.043453629711479;3.0336706539060287;23.802045340972676;0;0;0;;False;False;False;False;30
735;;49.99799053;0;3.0336706539060287;3.023919124817809;23.725535276415314;0;0;0;;False;False;False;False;30
736;;49.99799699333149;0;3.023919124817809;3.0141989413543513;23.64927115;0;0;0;;False;False;False;False;30
737;;49.99800343186092;0;3.0141989413543513;3.004510002764249;23.57325216603454;0;0;0;;False;False;False;False;30
738;;49.99800984969414;0;3.004510002764249;2.994852208615839;23.497477541660164;0;0;0;;False;False;False;False;30
739;;49.99801624689767;0;2.994852208615839;2.9852254587865446;23.421946489690132;0;0;0;;False;False;False;False;30
740;;49.99802262353782;0;2.9852254587865446;2.975629653494849;23.34665822717631;0;0;0;;False;False;False;False;30
741;;49.99802897968069;0;2.975629653494849;2.966064693268322;23.271611973689353;0;0;0;;False;False;False;False;30
742;;49.998035315392166;0;2.966064693268322;2.956530478964936;23.19680695130719;0;0;0;;False;False;False;False;30
743;;49.99804163073793;0;2.956530478964936;2.947026911751749;23.122242384609542;0;0;0;;False;False;False;False;30
744;;49.99804792578344;0;2.947026911751749;2.937553893104905;23.047917500667587;0;0;0;;False;False;False;False;30
745;;49.998054200593955;0;2.937553893104905;2.928111324841609;22.973831529036257;0;0;0;;False;False;False;False;30
746;;49.998060455234516;0;2.928111324841609;2.9186991090668357;22.899983701749544;0;0;0;;False;False;False;False;30
747;;49.998066689769956;0;2.9186991090668357;2.909317148;22.826373253306983;0;0;0;;False;False;False;False;30
748;;49.9980729;0;2.909317148;2.899965345065425;22.752999420671692;0;0;0;;False;False;False;False;30
749;;49.998079098783776;0;2.899965345065425;2.890643602647458;22.679861443257728;0;0;0;;False;False;False;False;30
750;;49.998085273390785;0;2.890643602647458;2.881351824335354;22.606958562924895;0;0;0;;False;False;False;False;30
751;;49.99809142814994;0;2.881351824335354;2.872089913822151;22.53429002396857;0;0;0;;False;False;False;False;30
752;;49.99809756312504;0;2.872089913822151;2.8628577750886564;22.46185507311541;0;0;0;;False;False;False;False;30
753;;49.99810367837968;0;2.8628577750886564;2.8536553124354214;22.38965295951103;0;0;0;;False;False;False;False;30
754;;49.99810977397724;0;2.8536553124354214;2.844482430482742;22.31768293471594;0;0;0;;False;False;False;False;30
755;;49.99811584998092;0;2.844482430482742;2.835339034138684;22.245944252697562;0;0;0;;False;False;False;False;30
756;;49.99812191;0;2.835339034138684;2.8262250286203994;22.17443616981941;0;0;0;;False;False;False;False;30
757;;49.99812794345835;0;2.8262250286203994;2.8171403194541256;22.10315794483588;0;0;0;;False;False;False;False;30
758;;49.99813396105746;0;2.8171403194541256;2.8080848124751867;22.032108838884444;0;0;0;;False;False;False;False;30
759;;49.998139959313406;0;2.8080848124751867;2.7990584138066765;21.961288115478112;0;0;0;;False;False;False;False;30
760;;49.99814593828836;0;2.7990584138066765;2.790061029891433;21.890695040495732;0;0;0;;False;False;False;False;30
761;;49.998151898044306;0;2.790061029891433;2.781092567460064;21.820328882177893;0;0;0;;False;False;False;False;30
762;;49.99815783864302;0;2.781092567460064;2.772152933541605;21.750188911115895;0;0;0;;False;False;False;False;30
763;;49.99816376014608;0;2.772152933541605;2.7632420354741782;21.680274400245665;0;0;0;;False;False;False;False;30
764;;49.99816966261487;0;2.7632420354741782;2.754359780883675;21.610584624841252;0;0;0;;False;False;False;False;30
765;;49.99817554611057;0;2.754359780883675;2.745506077694415;21.541118862505186;0;0;0;;False;False;False;False;30
766;;49.99818141069418;0;2.745506077694415;2.736680834139804;21.47187639316233;0;0;0;;False;False;False;False;30
767;;49.998187256426476;0;2.736680834139804;2.7278839587303594;21.402856499053488;0;0;0;;False;False;False;False;30
768;;49.998193083368065;0;2.7278839587303594;2.7191153602856843;21.334058464724738;0;0;0;;False;False;False;False;30
769;;49.99819889157934;0;2.7191153602856843;2.710374947902494;21.26548157702362;0;0;0;;False;False;False;False;30
770;;49.99820468112052;0;2.710374947902494;2.701662631;21.19712512508829;0;0;0;;False;False;False;False;30
771;;49.99821045;0;2.701662631;2.6929783192208845;21.12898840034379;0;0;0;;False;False;False;False;30
772;;49.99821620443242;0;2.6929783192208845;2.684321922597377;21.06107069649122;0;0;0;;False;False;False;False;30
773;;49.998221938322594;0;2.684321922597377;2.6756933513745196;20.993371309504095;0;0;0;;False;False;False;False;30
774;;49.99822765378157;0;2.6756933513745196;2.667092516109193;20.925889537616474;0;0;0;;False;False;False;False;30
775;;49.99823335086859;0;2.667092516109193;2.6585193276460473;20.85862468131943;0;0;0;;False;False;False;False;30
776;;49.99823902964271;0;2.6585193276460473;2.6499736971175025;20.791576043352457;0;0;0;;False;False;False;False;30
777;;49.99824469;0;2.6499736971175025;2.6414555359330905;20.724742928696482;0;0;0;;False;False;False;False;30
778;;49.99825033248752;0;2.6414555359330905;2.6329647558007707;20.658124644565643;0;0;0;;False;False;False;False;30
779;;49.99825595667538;0;2.6329647558007707;2.6245012687162728;20.591720500402438;0;0;0;;False;False;False;False;30
780;;49.99826156278466;0;2.6245012687162728;2.6160649869311214;20.525529807869408;0;0;0;;False;False;False;False;30
781;;49.99826715087349;0;2.6160649869311214;2.6076558230059277;20.459551880838948;0;0;0;;False;False;False;False;30
782;;49.99827272099978;0;2.6076558230059277;2.599273689767756;20.393786035391933;0;0;0;;False;False;False;False;30
783;;49.998278273221274;0;2.599273689767756;2.5909185003314406;20.328231589805903;0;0;0;;False;False;False;False;30
784;;49.998283807595534;0;2.5909185003314406;2.5825901680889274;20.262887864550677;0;0;0;;False;False;False;False;30
785;;49.99828932417992;0;2.5825901680889274;2.574288606698616;20.197754182280075;0;0;0;;False;False;False;False;30
786;;49.99829482303162;0;2.574288606698616;2.5660137301173336;20.132829867824018;0;0;0;;False;False;False;False;30
787;;49.99830030420763;0;2.5660137301173336;2.5577654525683613;20.06811424818492;0;0;0;;False;False;False;False;30
788;;49.99830576776477;0;2.5577654525683613;2.5495436885520917;20.003606652527285;0;0;0;;False;False;False;False;30
789;;49.99831121375968;0;2.5495436885520917;2.541348352846029;19.939306412172236;0;0;0;;False;False;False;False;30
790;;49.99831664;0;2.541348352846029;2.533179360483473;19.875212860590533;0;0;0;;False;False;False;False;30
791;;49.99832205328842;0;2.533179360483473;2.525036626796151;19.811325333393583;0;0;0;;False;False;False;False;30
792;;49.99832744693461;0;2.525036626796151;2.5169200673715864;19.747643168331138;0;0;0;;False;False;False;False;30
793;;49.99833282324329;0;2.5169200673715864;2.5088295980850717;19.68416570527981;0;0;0;;False;False;False;False;30
794;;49.99833818227019;0;2.5088295980850717;2.500765135067695;19.620892286239982;0;0;0;;False;False;False;False;30
795;;49.99834352407086;0;2.500765135067695;2.4927265947169985;19.557822255325494;0;0;0;;False;False;False;False;30
796;;49.99834884870068;0;2.4927265947169985;2.484713893707635;19.49495495875831;0;0;0;;False;False;False;False;30
797;;49.99835415621483;0;2.484713893707635;2.476726948980712;19.432289744862775;0;0;0;;False;False;False;False;30
798;;49.99835944666834;0;2.476726948980712;2.4687656777544476;19.36982596405777;0;0;0;;False;False;False;False;30
799;;49.998364720116044;0;2.4687656777544476;2.4608299974921977;19.307562968851276;0;0;0;;False;False;False;False;30
800;;49.99836998;0;2.4608299974921977;2.452919826;19.245500113830374;0;0;0;;False;False;False;False;30
801;;49.99837521621251;0;2.452919826;2.445035081098723;19.183636755658178;0;0;0;;False;False;False;False;30
802;;49.99838043897008;0;2.445035081098723;2.437175681237136;19.121972253066915;0;0;0;;False;False;False;False;30
803;;49.99838564493945;0;2.437175681237136;2.429341544878838;19.060505966847103;0;0;0;;False;False;False;False;30
804;;49.99839083417458;0;2.429341544878838;2.421532590830111;18.999237259845657;0;0;0;;False;False;False;False;30
805;;49.998396006729266;0;2.421532590830111;2.4137487381317158;18.938165496958963;0;0;0;;False;False;False;False;30
806;;49.998401162657125;0;2.4137487381317158;2.4059899061015244;18.877290045122106;0;0;0;;False;False;False;False;30
807;;49.9984063;0;2.4059899061015244;2.398256014313205;18.816610273307077;0;0;0;;False;False;False;False;30
808;;49.998411424845976;0;2.398256014313205;2.390546983;18.75612555251372;0;0;0;;False;False;False;False;30
809;;49.998416531213344;0;2.390546983;2.3828627310358286;18.695835255763534;0;0;0;;False;False;False;False;30
810;;49.998421621166635;0;2.3828627310358286;2.3752031799837425;18.635738758093222;0;0;0;;False;False;False;False;30
811;;49.99842669475862;0;2.3752031799837425;2.3675682500474693;18.57583543654937;0;0;0;;False;False;False;False;30
812;;49.99843175204189;0;2.3675682500474693;2.3599578620689954;18.516124670180904;0;0;0;;False;False;False;False;30
813;;49.998436793068855;0;2.3599578620689954;2.352371937167419;18.456605840030676;0;0;0;;False;False;False;False;30
814;;49.99844181789179;0;2.352371937167419;2.3448103967176337;18.39727832913359;0;0;0;;False;False;False;False;30
815;;49.99844682656276;0;2.3448103967176337;2.337273162318354;18.33814152250776;0;0;0;;False;False;False;False;30
816;;49.998451819133706;0;2.337273162318354;2.3297601558560643;18.279194807145206;0;0;0;;False;False;False;False;30
817;;49.99845679565637;0;2.3297601558560643;2.322271299;18.220437572012276;0;0;0;;False;False;False;False;30
818;;49.99846175618233;0;2.322271299;2.3148065154501296;18.16186920803635;0;0;0;;False;False;False;False;30
819;;49.99846670076302;0;2.3148065154501296;2.3073657265051395;18.103489108104533;0;0;0;;False;False;False;False;30
820;;49.99847162944969;0;2.3073657265051395;2.299948855473133;18.045296667054846;0;0;0;;False;False;False;False;30
821;;49.99847654229343;0;2.299948855473133;2.2925558254662803;17.987291281670252;0;0;0;;False;False;False;False;30
822;;49.99848143934517;0;2.2925558254662803;2.285186559852548;17.929472350672455;0;0;0;;False;False;False;False;30
823;;49.998486320655665;0;2.285186559852548;2.2778409822450385;17.871839274716812;0;0;0;;False;False;False;False;30
824;;49.998491186275515;0;2.2778409822450385;2.270519016501993;17.814391456385042;0;0;0;;False;False;False;False;30
825;;49.99849603625516;0;2.270519016501993;2.2632205867267885;17.757128300179204;0;0;0;;False;False;False;False;30
826;;49.998500870644875;0;2.2632205867267885;2.2559456172572823;17.700049212515598;0;0;0;;False;False;False;False;30
827;;49.99850568949477;0;2.2559456172572823;2.2486940326871263;17.643153601717586;0;0;0;;False;False;False;False;30
828;;49.99851049;0;2.2486940326871263;2.241465757844452;17.586440878011793;0;0;0;;False;False;False;False;30
829;;49.998515280774754;0;2.241465757844452;2.2342607178025276;17.529910453519708;0;0;0;;False;False;False;False;30
830;;49.99852005330426;0;2.2342607178025276;2.227078837869101;17.473561742252954;0;0;0;;False;False;False;False;30
831;;49.998524810492796;0;2.227078837869101;2.219920043607715;17.417394160106085;0;0;0;;False;False;False;False;30
832;;49.99852955238968;0;2.219920043607715;2.2127842608057335;17.361407124852867;0;0;0;;False;False;False;False;30
833;;49.998534279044044;0;2.2127842608057335;2.205671415;17.30560006;0;0;0;;False;False;False;False;30
834;;49.998538990504905;0;2.205671415;2.1985814339338106;17.249972375467024;0;0;0;;False;False;False;False;30
835;;49.998543686821094;0;2.1985814339338106;2.191514242642967;17.194523506214523;0;0;0;;False;False;False;False;30
836;;49.99854836804129;0;2.191514242642967;2.1844697683590653;17.13925287360048;0;0;0;;False;False;False;False;30
837;;49.99855303421402;0;2.1844697683590653;2.1774479380631817;17.084159904695866;0;0;0;;False;False;False;False;30
838;;49.99855768538765;0;2.1774479380631817;2.170448678970871;17.02924402841299;0;0;0;;False;False;False;False;30
839;;49.99856232;0;2.170448678970871;2.163471918521509;16.974504675499897;0;0;0;;False;False;False;False;30
840;;49.998566942930324;0;2.163471918521509;2.1565175843996087;16.91994127853343;0;0;0;;False;False;False;False;30
841;;49.99857154939533;0;2.1565175843996087;2.1495856045135042;16.865553271915662;0;0;0;;False;False;False;False;30
842;;49.998576141053164;0;2.1495856045135042;2.1426759070060086;16.811340091865755;0;0;0;;False;False;False;False;30
843;;49.99858071795143;0;2.1426759070060086;2.135788420254414;16.757301176415474;0;0;0;;False;False;False;False;30
844;;49.99858528013756;0;2.135788420254414;2.128923072859834;16.70343597;0;0;0;;False;False;False;False;30
845;;49.998589827658854;0;2.128923072859834;2.1220797936578606;16.64974390046765;0;0;0;;False;False;False;False;30
846;;49.99859436056245;0;2.1220797936578606;2.115258511718565;16.596224425042312;0;0;0;;False;False;False;False;30
847;;49.99859887889533;0;2.115258511718565;2.108459156325182;16.54287698435065;0;0;0;;False;False;False;False;30
848;;49.99860338270434;0;2.108459156325182;2.1016816570060826;16.48970102539778;0;0;0;;False;False;False;False;30
849;;49.99860787203615;0;2.1016816570060826;2.094925943492143;16.43669599696832;0;0;0;;False;False;False;False;30
850;;49.998612346937314;0;2.094925943492143;2.088191945770035;16.383861349616136;0;0;0;;False;False;False;False;30
851;;49.99861680745421;0;2.088191945770035;2.0814795940289343;16.33119654;0;0;0;;False;False;False;False;30
852;;49.998621253633075;0;2.0814795940289343;2.0747888186818386;16.27870100919459;0;0;0;;False;False;False;False;30
853;;49.998625685520004;0;2.0747888186818386;2.068119550386882;16.226374226042577;0;0;0;;False;False;False;False;30
854;;49.99863010316093;0;2.068119550386882;2.0614717199940458;16.174215643795947;0;0;0;;False;False;False;False;30
855;;49.99863450660165;0;2.0614717199940458;2.054845258609106;16.12222472178241;0;0;0;;False;False;False;False;30
856;;49.9986389;0;2.054845258609106;2.0482400975296855;16.070400921071318;0;0;0;;False;False;False;False;30
