time [s];GER FCR Power [MW];GER pos. energy aFRR [MWh];GER neg. energy aFRR [MWh];GER pos. aFRR costs [EUR];GER neg. aFRR costs [EUR];GER pos. energy mFRR [MWh];GER neg. energy mFRR [MWh];GER pos. mFRR costs [EUR];GER neg. mFRR costs [EUR];GER AEP [EUR/MWh];
899;0.8867309343862928;10.362450597729929;0.0;462.774344408876;0.0;0.0;0.0;0.0;0.0;44.65877449010513
